restaurant_name,city,address,latitude,longitude,cuisines,price_level,avg_rating,total_reviews_count,keywords,special_diets,features,atmosphere,keywords_clean,dominant_topic,target,target_pred,probability
L'Auberge dab,Paris,"161 avenue de Malakoff, 75116 Paris France",48.876816,2.283159,"Seafood, Grill, French, European, Gastropub",€€-€€€,4.0,1354.0,seafood sole tartare main course our waiter,,"Outdoor Seating, Seating, Serves Alcohol, Full Bar, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Reservations, Private Dining, Valet Parking, Highchairs Available, Wheelchair Accessible, Accepts Credit Cards, Table Service",3.5,seafood sole tartare main course our waiter,4,1,1,0.15557015722549516
Two Amigos (Ampère Victor Hugo),Lyon,"1 rue Henri IV, 69002 Lyon France",45.752975,4.828297,"American, Mexican, Latin",€€-€€€,4.5,346.0,burrito nachos mexican food love cheese great meal,"Vegetarian Friendly, Vegan Options",,,burrito nachos mexican food love cheese great meal,1,1,1,1.3501788506270929
Le Zimmer,Paris,"1 Place du Chatelet, 75001 Paris France",48.857723,2.347144,"French, European",€€-€€€,4.0,802.0,hamburger pate ice cream fries sainte chapelle,Vegetarian Friendly,,4.0,hamburger pate ice cream fries sainte chapelle,0,1,1,0.5920634068673216
La Table de Xavier Mathieu,Gordes,"route de Murs Joucas, 84220, Gordes France",43.92895,5.255916,"French, European",€€€€,4.5,258.0,chef courses servers season region,"Vegetarian Friendly, Vegan Options, Gluten Free Options",,4.5,chef courses servers season region,1,1,1,1.360020214950318
Van Diemen's Australian Pub,Nice,"30 cours Saleya, 06300 Nice France",43.695755,7.274364,"Bar, Pub, Australian",€€-€€€,4.0,83.0,pie pork belly australian beef calamari pizza,,,,pie pork belly australian beef calamari pizza,5,1,1,1.1113588375501031
Chez Palmyre,Nice,"5 rue Droite, 04 93 85 7 Nice France",43.69815,7.2776,"French, European",€,4.5,775.0,salmon small menu goat cheese reserve table old city,Vegetarian Friendly,,4.5,salmon small menu goat cheese reserve table old city,2,1,1,1.0413334147186073
La Marmite,Mansle,"1 rue de Watlington, 16230 Mansle France",45.87912,0.18207,"French, European",€€-€€€,4.0,132.0,lunch rabbit terrine du jour main course lovely garden,,"Reservations, Outdoor Seating, Seating, Highchairs Available, Serves Alcohol, Table Service",3.5,lunch rabbit terrine du jour main course lovely garden,2,1,1,1.4519680112541504
LE BOULANGER  de L'hotel de Ville,Bordeaux,"76 rue des 3 Conils, 33000, Bordeaux France",44.83849,-0.578575,"French, Cafe",€€-€€€,4.5,204.0,quiche eclairs excellent bakery boulangerie praline,Vegetarian Friendly,,4.5,quiche eclairs excellent bakery boulangerie praline,5,1,1,0.6201044154984761
Au Bascou,Paris,"38 rue Reaumur, 75003 Paris France",48.865314,2.357303,"French, European",€€-€€€,4.5,344.0,scallops truffle bread basque region wonderful meal,,"Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Table Service",4.0,scallops truffle bread basque region wonderful meal,3,1,1,1.778733402847029
Le Relais De Gorre,Gorre,"12 rue Louise Michel, 87310 Gorre France",45.73951,0.983528,"French, European",€€-€€€,4.5,76.0,lunch excellent value home cooking plenty parking self service,"Vegetarian Friendly, Vegan Options, Gluten Free Options",,,lunch excellent value home cooking plenty parking self service,3,1,1,0.49348039527387766
Le Mori's Bar,Nice,"5 rue de France, 06000 Nice France",43.696663,7.264648,"Bar, Seafood, Mediterranean, European, French",€€-€€€,3.5,302.0,seafood burger rosé watching world great people watching,Vegetarian Friendly,"Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Accepts Credit Cards, Table Service, Free Wifi",3.5,seafood burger rosé watching world great people watching,0,0,0,-0.5288208784154939
La Baguernette ISNOR,Clairmarais,"3 rue du Marais, 62500 Clairmarais France",50.770382,2.30059,"French, Belgian, European",€€-€€€,4.0,236.0,salad burger ate here region chips,,,4.0,salad burger ate here region chips,2,1,1,0.4037774443832619
Winstub S'kaechele,Strasbourg,"8 rue de l Argile, 67000, Strasbourg France",48.582336,7.742735,"French, European",€€-€€€,4.5,1103.0,choucroute small restaurant cordon bleu family restaurant nice evening,Vegetarian Friendly,,4.5,choucroute small restaurant cordon bleu family restaurant nice evening,2,1,1,0.6784832842774142
Le 23 Clauzel,Paris,"23 rue Clauzel, 75009 Paris France",48.879333,2.337572,"French, European",€€€€,4.0,849.0,risotto meringue fine dining euros per person main dish,,"Accepts Mastercard, Accepts Visa, Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Accepts Credit Cards, Table Service",4.0,risotto meringue fine dining euros per person main dish,4,1,1,1.4639292017250123
Bistrot Gourmand,Colmar,"18 Grand rue, 68000, Colmar France",48.07716,7.359981,"French, European",€,4.5,576.0,lunch bruschetta crepes quiche lorraine alright place,"Vegetarian Friendly, Vegan Options, Gluten Free Options",,,lunch bruschetta crepes quiche lorraine alright place,0,1,0,-0.0627938066806244
Bizes,Chamonix,"64 rue du Lyret, 74400, Chamonix France",45.922302,6.86956,"Barbecue, European, Diner",€€-€€€,4.5,317.0,chicken curry prawns goats cheese starter triple cooked chips endive,"Vegetarian Friendly, Vegan Options, Gluten Free Options","Takeout, Wheelchair Accessible, Reservations, Outdoor Seating, Seating, Street Parking, Serves Alcohol, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Accepts Credit Cards, Table Service",,chicken curry prawns goats cheese starter triple cooked chips endive,3,1,1,1.6110934633503589
L'Oree du Parc,Paris,"9 rue de l Abbe de l Epee, 75005 Paris France",48.84331,2.341658,"French, European",€€-€€€,4.0,133.0,cassoulet steak salad love place cheese,,"Reservations, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Accepts Credit Cards, Table Service",4.0,cassoulet steak salad love place cheese,3,1,1,1.0449416948610104
Le Pitt,Arcachon,"2 avenue du General de Gaulle, 33120 Arcachon France",44.66249,-1.16457,"French, Seafood, European, Healthy",€€-€€€,4.5,610.0,charcuterie fresh seafood oysters bread smoked salmon,,"Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Accepts Credit Cards",,charcuterie fresh seafood oysters bread smoked salmon,5,1,1,1.0088382809049488
The Grill Room,Paris,"73 rue de Monceau 103 Boulevard Malesherbes, 75008 Paris France",48.879444,2.314166,"French, Steakhouse, Barbecue, European",€€-€€€,4.5,233.0,steak parc monceau meat sauce french,,"Reservations, Outdoor Seating, Seating, Serves Alcohol, Full Bar, Table Service",,steak parc monceau meat sauce french,0,1,1,0.3338312113605986
The Winter Garden,Toulouse,"2-4 Rue des Gestes, 31000, Toulouse France",43.603085,1.44226,"French, European",€€-€€€,4.5,1395.0,dauphinoise potatoes duck steak fries house wine,,"Reservations, Outdoor Seating, Seating, Serves Alcohol, Accepts Credit Cards, Table Service",4.5,dauphinoise potatoes duck steak fries house wine,2,1,1,1.1274220795063723
Aux Cerises,Paris,"47 avenue de Suffren, 75007 Paris France",48.85368,2.297231,"French, European",€€-€€€,4.5,312.0,brunch eggs benedict salad salmon club sandwich,"Vegetarian Friendly, Vegan Options, Gluten Free Options",,4.5,brunch eggs benedict salad salmon club sandwich,3,1,1,0.6898962023206632
La Cabane du Paliquey,La Teste-de-Buch,"Rue Ovide rousset Le Port de la teste, 33260, La Teste-de-Buch France",44.639614,-1.146809,"Seafood, Healthy",€,4.5,783.0,snails fresh oysters prawns seafood restaurant french,,"Takeout, Reservations, Outdoor Seating, Seating, Parking Available, Wheelchair Accessible, Serves Alcohol, Accepts Credit Cards, Table Service",4.5,snails fresh oysters prawns seafood restaurant french,5,1,1,1.001099933260813
Le Potager du Pere Thierry,Paris,"16 rue des 3 Freres, 75018 Paris France",48.884506,2.341201,"French, European",€€-€€€,4.5,414.0,duck steak great french food front house montmartre,"Vegetarian Friendly, Gluten Free Options",,4.5,duck steak great french food front house montmartre,2,1,0,-0.010592770084738468
Vegan Gorilla,Nice,"7 rue du Lycee, 06000 Nice France",43.69937,7.274406,"European, Healthy",€€-€€€,4.5,409.0,tasty vegan food small menu gorillas starters dishes,"Vegetarian Friendly, Vegan Options, Gluten Free Options",,,tasty vegan food small menu gorillas starters dishes,0,1,1,1.6503383905530002
Restaurant Cotè Jardin,Vence,"10 avenue Henri Isnard Dans La Rue Du Cinéma, 06140 Vence France",43.723232,7.112053,"French, Mediterranean",€€-€€€,4.0,340.0,perfect view nice terrace matisse chapel visited restaurant main square,Vegetarian Friendly,,4.5,perfect view nice terrace matisse chapel visited restaurant main square,2,1,1,0.43819368542480513
La Table d’Olivier Nasti,Kaysersberg,"9 rue du General de Gaulle Le Chambard, 68240 Kaysersberg, Kaysersberg-Vignoble France",48.13864,7.265446,"French, European, Healthy",€€€€,4.5,506.0,wine pairing lovely dinner excellent food creativity chef,"Vegetarian Friendly, Gluten Free Options",,4.5,wine pairing lovely dinner excellent food creativity chef,4,1,1,2.0544145836528167
Capitaine Cook,St-Jean-Cap-Ferrat,"11 avenue Jean Mermoz derrière l'hôtel La Voile d'Or, 06230 St-Jean-Cap-Ferrat France",43.688026,7.337272,"Mediterranean, French, Seafood, European",€€-€€€,4.5,395.0,bouillabaisse fresh fish foie gras french restaurant excellent meal,Vegetarian Friendly,,4.0,bouillabaisse fresh fish foie gras french restaurant excellent meal,4,1,1,1.3555312263487362
Snack Bar du Relais du Petit St Bernard,La Rosiere,"Front de Neige, 73700 La Rosiere, Montvalezan France",45.62946,6.847511,"Fast food, French, Brew Pub, Bar",€,4.5,125.0,lunch quiche salad mid morning drinks snacks,,,,lunch quiche salad mid morning drinks snacks,0,1,1,0.42487337687102633
Breakfast in America 2,Paris,"4 rue Malher, 75004 Paris France",48.85548,2.361025,"American, Diner",€€-€€€,3.5,555.0,brunch pancakes breakfast burrito blueberries bottomless coffee,Vegetarian Friendly,,4.0,brunch pancakes breakfast burrito blueberries bottomless coffee,3,0,1,0.6200900083035927
Restaurant Melodie,Bordeaux,"6 rue des Faussets, 33000, Bordeaux France",44.84059,-0.570455,"French, European, Healthy",€€-€€€,4.5,2278.0,baked cheese duck shepherds pie foie gras tarte tatin fixed menu,,"Outdoor Seating, Reservations, Seating, Serves Alcohol, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Accepts Credit Cards, Table Service",4.0,baked cheese duck shepherds pie foie gras tarte tatin fixed menu,4,1,1,1.6958135694222891
Le Relais de Ronsard,La Chartre-sur-le-Loir,"20 Place de la Republique Hotel de France, 72340, La Chartre-sur-le-Loir France",47.728,0.575878,"French, European",€€-€€€,4.5,210.0,salad hotel de france wine list plenty choice room,"Vegetarian Friendly, Vegan Options",,4.5,salad hotel de france wine list plenty choice room,2,1,1,0.3750506987650206
Cafe Brun,Biot,"44 impasse Saint Sebastien, 06410 Biot France",43.628098,7.097221,"French, Bar, European",€€-€€€,4.5,758.0,chicken steak mussels his wife lovely atmosphere,"Vegetarian Friendly, Vegan Options",,4.5,chicken steak mussels his wife lovely atmosphere,1,1,1,1.0545384781673701
Rajpoute,Ornex,"1553 rue de Geneve, 01210 Ornex France",46.26389,6.102778,"Indian, Pakistani",€€-€€€,4.5,563.0,bhindi butter chicken curries vindaloo naan,"Vegetarian Friendly, Vegan Options, Gluten Free Options","Takeout, Reservations, Outdoor Seating, Seating, Parking Available, Validated Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Accepts Credit Cards, Table Service",4.0,bhindi butter chicken curries vindaloo naan,3,1,1,1.1163274114822346
Pekin Restaurant,Nice,"20 rue de Russie, 06000 Nice France",43.70255,7.265736,"Chinese, Asian",€€-€€€,4.5,55.0,stir fry great vegan all you can eat fresh ingredients quality food,"Vegetarian Friendly, Vegan Options",,,stir fry great vegan all you can eat fresh ingredients quality food,1,1,1,0.5547206496884849
Les Ventres Jaunes,Lyon,"2 Place Neuve Saint Jean, 69005 Lyon France",45.762604,4.827347,"French, European",€€-€€€,4.0,1081.0,duck veal head hamburger mousse frog legs,,,4.0,duck veal head hamburger mousse frog legs,5,1,1,1.1999295984211258
Rose and Crown,Le Lude,"27 rue du Boeuf, 72800 Le Lude France",47.645226,0.15706,"Bar, European, British, Pub",€€-€€€,4.5,151.0,won t service excellent amanda lulu vegetarian,Vegetarian Friendly,"Reservations, Outdoor Seating, Seating, Street Parking, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Cash Only, Table Service, Parking Available, Free Wifi, Live Music",,won t service excellent amanda lulu vegetarian,1,1,1,0.9778049610038624
Le Rigmarole,Paris,"10 rue de Grande-Prieure, 75011 Paris France",48.86503,2.36905,"French, Japanese, International, Grill",€€€€,4.5,31.0,chicken small plates behind counter fusion courses,,"Reservations, Seating, Serves Alcohol, Accepts Credit Cards, Table Service",,chicken small plates behind counter fusion courses,1,1,1,1.4576715583793036
Hotel Restaurant Du Quercy,Lauzerte,"Faubourg d'Auriac, 82110 Lauzerte France",44.25525,1.13925,"French, European",€€-€€€,4.0,196.0,steak dining experience quercy dish chef,,"Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Free Wifi, Table Service",3.5,steak dining experience quercy dish chef,4,1,1,1.846037338958018
Le Surfing,Biarritz,"9 Boulevard Prince de Galles, 64200 Biarritz France",43.478237,-1.566616,"Gastropub, French, Bar, European",€€-€€€,4.0,1395.0,burger steep walk amazing sunset booked table very friendly service,"Vegetarian Friendly, Vegan Options","Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Free Wifi, Reservations, Accepts Credit Cards, Table Service",4.0,burger steep walk amazing sunset booked table very friendly service,3,1,1,0.623941539893859
Bistro Reno,Bordeaux,"34 rue du Parlement Saint Pierre, 33000, Bordeaux France",44.840446,-0.571648,"French, European, Healthy",€€-€€€,4.5,634.0,escargot beef cheeks langostinos wine list tasty dinner,Vegetarian Friendly,,,escargot beef cheeks langostinos wine list tasty dinner,2,1,1,0.9098016896937251
Brasserie Oscar,Le Bugue,"5 rue de la Republique, 24260 Le Bugue France",44.91775,0.9279,"French, European",€€-€€€,4.0,251.0,lunch steak crepes set menu excellent value,,,4.0,lunch steak crepes set menu excellent value,1,1,1,0.44419514746934785
La Folie Douce Meribel-Courchevel - Restaurant LA FRUITIERE,Meribel,"Gare Intermediaire Saulire Express Telecabine Saulire Express, Meribel, Les Allues France",45.389057,6.586792,French,€€-€€€,4.0,236.0,party atmosphere great fun all ages half way champagne,,,5.0,party atmosphere great fun all ages half way champagne,2,1,0,-0.4355371608874262
La Grange,La Rosiere,"Centre Commercial des Eucherts, 73700 La Rosiere, Montvalezan France",45.625744,6.863162,"French, European",€€-€€€,4.0,304.0,pizza next year efficient service les eucherts set menu,,,4.0,pizza next year efficient service les eucherts set menu,3,1,1,0.5549280817657407
Les Ranchisses,Chassiers,"1 route de Rocher 07110, 07110 Chassiers France",44.56213,4.285224,"French, European",€€-€€€,4.5,173.0,pizza salad ate here river trees,,,4.5,pizza salad ate here river trees,1,1,0,-0.027492746102459997
Le Grand Colbert,Paris,"2 rue Vivienne A proximité du métro Bourse Ligne 3; Near the metro Bourse Line 3, 75002 Paris France",48.866547,2.338847,"French, European, Gastropub",€€€€,4.0,2557.0,onion soup oysters chicken frog legs sole,"Vegetarian Friendly, Gluten Free Options","Delivery, Takeout, Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards, Table Service, Gift Cards Available",4.5,onion soup oysters chicken frog legs sole,5,1,0,-0.6050403691494549
La P'tite Verte,Argentiere,"89, rue Charlet Straton 74400, Argentiere, Chamonix France",45.98222,6.925933,"French, European",€€-€€€,4.5,372.0,steak perch tartare tartiflette cooked perfection,Vegetarian Friendly,,4.0,steak perch tartare tartiflette cooked perfection,3,1,1,0.5846220389953339
Restaurant Pilgrim,Paris,"8 rue Nicolas Charlet, 75015 Paris France",48.842518,2.313897,"French, European",€€€€,5.0,114.0,soft egg asian influence open kitchen michelin star presentation,,,,soft egg asian influence open kitchen michelin star presentation,2,1,1,0.5049714346601258
Le Deauville,Paris,"75 avenue des Champs Elysees, 75008 Paris France",48.871147,2.303027,"French, European",€€-€€€,3.0,846.0,onion soup croque madame escargot sidewalk champagne,Vegetarian Friendly,,3.0,onion soup croque madame escargot sidewalk champagne,5,0,0,-0.2385514401754546
Chez Denise,Paris,"5 rue des Prouvaires, 75001 Paris France",48.861504,2.34412,"French, European",€€-€€€,4.0,785.0,tripe escargot stuffed cabbage fries salmon,,"Reservations, Seating, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",4.0,tripe escargot stuffed cabbage fries salmon,5,1,1,1.1817291028772354
La Terrasse Des Lindarets,Montriond,"Les Lindarets, 74110 Montriond, Morzine France",46.210564,6.773744,"French, European",€€-€€€,4.0,264.0,lunch great wine mountain burger great food atmosphere sun,Vegetarian Friendly,,4.0,lunch great wine mountain burger great food atmosphere sun,2,1,1,0.766118552773498
La soucoupe,Courchevel,"Col de la Loze, Courchevel France",45.410286,6.616483,"French, Steakhouse, European",€€€€,4.0,350.0,lunch steak tomato bread ribs dauphinoise potatoes,,"Reservations, Outdoor Seating, Seating, Serves Alcohol, Full Bar, Table Service",4.5,lunch steak tomato bread ribs dauphinoise potatoes,2,1,1,1.1817683028448045
Mon Bistrot,Boulogne-Billancourt,"33 rue Marcel Dassault, 92100 Boulogne-Billancourt France",48.835686,2.253634,"French, Gastropub",€€-€€€,4.5,547.0,terrine filet wine list service excellent paris,Vegetarian Friendly,,4.5,terrine filet wine list service excellent paris,4,1,1,1.14313992292904
La Rotonde,Morzine,"Avenue de Joux Plane, 74110, Morzine France",46.181206,6.701328,French,€€-€€€,4.0,600.0,steak pizza risotto fondue dauphinoise potatoes,"Vegetarian Friendly, Vegan Options, Gluten Free Options","Reservations, Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",4.0,steak pizza risotto fondue dauphinoise potatoes,2,1,1,0.6938602598439674
Le Grimaldi,Cagnes-sur-Mer,"6 Place du Chateau, 06800 Cagnes-sur-Mer France",43.66732,7.145796,"French, Mediterranean, European",€€-€€€,4.5,133.0,lunch three weeks cooked perfection haut de cagnes formule,Vegetarian Friendly,,,lunch three weeks cooked perfection haut de cagnes formule,4,1,0,-0.029764539458000838
L'Epi de Blé,La Rochelle,"2 rue du Port, 17000, La Rochelle France",46.15874,-1.151435,"French, European, Healthy",€,4.0,774.0,lunch chocolate crepe galettes pedestrian street cider,Vegetarian Friendly,,3.5,lunch chocolate crepe galettes pedestrian street cider,5,1,0,-0.5064021653500782
Le Figuier de Saint Esprit,Antibes,"14 rue Saint Esprit, 06600, Antibes France",43.581726,7.128528,"French, European",€€€€,4.5,1044.0,amuse bouche tasting menu cannelloni creme brûlée cake,"Vegetarian Friendly, Gluten Free Options",,4.0,amuse bouche tasting menu cannelloni creme brûlée cake,4,1,1,1.267862049541013
Fosca',Paris,"19 boulevard Diderot, 75012 Paris France",48.845577,2.371861,"Italian, Mediterranean, European",€€-€€€,4.0,271.0,pasta gare de ate here lyon french,"Vegetarian Friendly, Vegan Options",,,pasta gare de ate here lyon french,3,1,0,-0.36182747126572756
Wistub de la Petite Venise,Colmar,"4 rue de la Poissonnerie, 68000, Colmar France",48.073997,7.357606,French,€€-€€€,4.0,1266.0,potatoes pork knuckle excellent food regional dishes charming restaurant,Vegetarian Friendly,,4.5,potatoes pork knuckle excellent food regional dishes charming restaurant,1,1,1,1.1015529766375407
Restaurant Le Grand Cerf,Villers-Allerand,"50 route Nationale 51 Montchenot, 51500 Villers-Allerand France",49.16171,4.011058,"French, European",€€€€,4.5,351.0,lobster veal amuse bouche one star michelin restaurant lunch menu,Vegetarian Friendly,,4.0,lobster veal amuse bouche one star michelin restaurant lunch menu,4,1,1,2.1800429851203162
Rooster par Frederic Duca,Paris,"137 rue Cardinet, 75017 Paris France",48.886692,2.313153,"French, Philippine, European",€€€€,4.5,75.0,lobster main course mushrooms cuisine chef,,,,lobster main course mushrooms cuisine chef,4,1,1,1.5287582569464226
A. Lacroix Patissier,Paris,"11 quai de Montebello, 75005 Paris France",48.851738,2.349361,"French, Cafe, European",€€-€€€,4.5,247.0,quiche pastry cake lemon tart notre dame,"Vegetarian Friendly, Gluten Free Options",,,quiche pastry cake lemon tart notre dame,5,1,1,0.3049640654080803
La Cantine du Troquet Dupleix,Paris,"53 boulevard de Grenelle, 75015 Paris France",48.85139,2.291977,"French, European",€€-€€€,4.0,625.0,razor clams pig s ears riz au lait english french,,"Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",4.0,razor clams pig s ears riz au lait english french,5,1,1,0.506247947170841
Restaurant Greuze,Tournus,"1 rue Albert Thibaudet, 71700, Tournus France",46.56565,4.907815,"French, European",€€€€,4.5,523.0,bourgogne one star michelin star set menu three courses,Vegetarian Friendly,,4.0,bourgogne one star michelin star set menu three courses,4,1,1,0.6747729446932719
Le Mazenay,Paris,"46 rue de Montmorency, 75003 Paris France",48.863564,2.353316,"French, European",€€-€€€,4.5,235.0,mille feuille cod amazing food main course hare,Vegetarian Friendly,,,mille feuille cod amazing food main course hare,4,1,1,1.2067036304914187
Reflet D'Obione,Montpellier,"29 rue Jean Jacques Rousseau, 34000, Montpellier France",43.61233,3.873,French,€€€€,4.5,98.0,young chef cuisine plate wines taste,,,,young chef cuisine plate wines taste,1,1,1,2.0891765424918436
Mendikoa,Tignes,"Hameau de Toviere Lavachet, 73320 Tignes France",45.47645,6.913523,"French, European",€€-€€€,5.0,228.0,t bone steak sea bass raclette recommend restaurant service great,,"Reservations, Seating, Highchairs Available, Serves Alcohol, Accepts Credit Cards, Table Service",,t bone steak sea bass raclette recommend restaurant service great,5,1,1,0.22282174525057274
Cafe Valmer,La Croix-Valmer,"221 rue Louis Martin Rue louis Martin, 83420 La Croix-Valmer France",43.207756,6.568416,"French, Seafood, Mediterranean",€€-€€€,4.5,596.0,seafood plateau de fruits de mer cabillaud french brasserie honest food,Vegetarian Friendly,"Reservations, Delivery, Takeout, Outdoor Seating, Seating, Television, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Wine and Beer, Accepts Mastercard, Accepts Visa, Digital Payments, Cash Only, Accepts Credit Cards, Table Service, Free Wifi",4.0,seafood plateau de fruits de mer cabillaud french brasserie honest food,5,1,0,-0.275273415966941
Le Riad,Avignon,"17 rue Galante, 84000, Avignon France",43.947834,4.806817,"African, Moroccan, Mediterranean, Middle Eastern",€€-€€€,4.5,783.0,tagine lamb hummus prunes moroccan restaurant,"Vegetarian Friendly, Vegan Options, Halal","Takeout, Reservations, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Accepts Credit Cards, Table Service",4.0,tagine lamb hummus prunes moroccan restaurant,0,1,1,2.021810475131054
Le pretexte,Paris,"111 rue de Tolbiac 75013, 75013 Paris France",48.826637,2.363623,"French, Bar, European",€€-€€€,4.0,310.0,brunch fish chips veal ice cream french restaurant,Vegetarian Friendly,,4.0,brunch fish chips veal ice cream french restaurant,0,1,1,1.1298461045588484
Famille Moutier,Thenac,"Lieu Dit Cape between Sainte-Foy la Grande & Eymet, 24240 Thenac, Bergerac France",44.758804,0.308333,French,€€-€€€,5.0,430.0,cheese board duck dessert wine wooden terrace wines,,,4.5,cheese board duck dessert wine wooden terrace wines,4,1,1,0.52622855640826
Cafe de la Regence,Paris,"167 rue Saint Honore, 75001 Paris France",48.863724,2.334589,"French, European",€€-€€€,4.0,344.0,salad duck magret de canard bread great service food,"Vegetarian Friendly, Vegan Options, Gluten Free Options",,,salad duck magret de canard bread great service food,5,1,1,0.9922874513353892
Restaurant Le 37,L'Alpe-d'Huez,"37 Place Jean Moulin, 38750 L'Alpe-d'Huez France",45.09321,6.068217,"French, European",€€-€€€,4.5,207.0,lunch raclette salad burger spoke english,Vegetarian Friendly,,,lunch raclette salad burger spoke english,1,1,0,-0.6999297390103053
Confiserie Reine Mathilde,Bayeux,"47 rue Saint Martin, 14400, Bayeux France",49.277412,-0.703076,French,€€-€€€,4.5,158.0,macaroons meringue quiche young gentleman delicious cakes,,"Takeout, Seating, Wheelchair Accessible, Table Service",4.5,macaroons meringue quiche young gentleman delicious cakes,1,1,1,0.5895043387427181
Le Plongeoir,Nice,"60 boulevard Franck Pilatte, 06300 Nice France",43.691967,7.290807,"French, Mediterranean, European, Healthy",€€-€€€,4.0,1298.0,risotto rosé dorade prawns beef,Vegetarian Friendly,,,risotto rosé dorade prawns beef,3,1,1,1.016877118858288
Le Phare de Seine,Choisy-le-roi,"25 av de Villeneuve Saint Georges, 94600 Choisy-le-roi France",48.765244,2.415876,French,€€-€€€,4.5,115.0,tartare steak wine neighborhood area,,"Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",,tartare steak wine neighborhood area,4,1,0,-0.38894830769879285
Les Ancelles,Montriond,"La Cendree Les Brochaux, 74110 Montriond, Morzine France",46.199047,6.787812,"French, European",€€-€€€,4.5,78.0,lunch onion soup venison boeuf plat du jour,Vegetarian Friendly,,4.5,lunch onion soup venison boeuf plat du jour,2,1,1,1.047619895518176
La Bastide de Venelles,Venelles,"Quartier Roman, Rue des Michelons, 13770 Venelles, Aix-en-Provence France",43.58964,5.489349,"French, Mediterranean, European",€€€€,4.0,544.0,st victoire rooms event bastide parking,Vegetarian Friendly,,4.0,st victoire rooms event bastide parking,0,1,1,0.6996732321531505
L'Amphitryon,Collioure,"On the sea front overlooking the beach and castle, 66190 Collioure France",42.5238,3.087117,"French, Seafood, Mediterranean, European, Catalan",€€-€€€,4.0,1000.0,fish paella rice scallops chateau royale,,"Outdoor Seating, Seating, Highchairs Available, Wheelchair Accessible, Serves Alcohol, Full Bar, Accepts Credit Cards, Table Service",3.5,fish paella rice scallops chateau royale,5,1,0,-0.31539324047081496
Le Train Bleu,Paris,"Place Louis Armand Gare de Lyon, 75012 Paris France",48.84494,2.373472,French,€€€€,4.0,6030.0,rum baba lamb turbot foie gras potatoes,Vegetarian Friendly,"Television, Reservations, Private Dining, Seating, Highchairs Available, Serves Alcohol, Full Bar, Wine and Beer, Accepts American Express, Accepts Mastercard, Accepts Visa, Free Wifi, Accepts Credit Cards, Table Service",4.5,rum baba lamb turbot foie gras potatoes,4,1,1,1.0508627347449995
César Restaurant,Paris,"12 avenue de Wagram, 75008 Paris France",48.87587,2.296569,"Italian, European",€€-€€€,3.5,885.0,pasta branzino strawberry tiramisu avenue wagram italian place,"Vegetarian Friendly, Vegan Options",,4.0,pasta branzino strawberry tiramisu avenue wagram italian place,3,0,1,0.6551022333066938
Le Foudre,Homps,"2 Chemin du Carretal, 11200 Homps France",43.27016,2.719619,French,€€-€€€,4.0,241.0,lamb profiteroles french fries salad canal du midi,,,4.0,lamb profiteroles french fries salad canal du midi,5,1,1,0.9969030744497385
Les Castors,Meribel,"Route Mottaret, 73550, Meribel, Les Allues France",45.390316,6.568193,"French, European",€€-€€€,4.5,60.0,lunch pasta burger log fire sunny day,,"Reservations, Outdoor Seating, Seating, Serves Alcohol, Table Service",4.0,lunch pasta burger log fire sunny day,2,1,1,0.7015640699780687
Angelina,Versailles,"1st Floor Atelier Pavillon D Orleans Chateau de Versailles, 78000, Versailles France",48.80454,2.120806,"French, Cafe, European",€€-€€€,3.5,1541.0,mille feuille truffle ravioli macaroons baguette hot chocolate,Vegetarian Friendly,,3.5,mille feuille truffle ravioli macaroons baguette hot chocolate,5,0,0,-0.04643356715863245
